sub1,sub2,sub3,sub4,sub5
296.3041612,226.3170794,-1087.304644,-183.1485638,3371.491967
320.917123,185.4931318,-1058.105029,-177.0737698,3373.968544
235.1472138,110.3762282,-1028.644406,-171.0076103,3376.448574
164.1655888,34.13810957,-998.9352443,-164.9504622,3378.932008
66.03882672,-14.86490644,-968.9900158,-158.9027025,3381.418798
9.672633164,-39.32562928,-938.8211908,-152.864708,3383.908895
-7.750969211,-65.94318534,-908.44124,-146.8368556,3386.40225
-72.19288381,-117.313775,-877.862634,-140.8195224,3388.898815
-217.3165712,-189.7210413,-847.0978435,-134.8130851,3391.398541
-299.0003351,-266.8837846,-816.1593391,-128.8179206,3393.901379
-308.822311,-330.8809728,-785.0595915,-122.834406,3396.407281
-339.8007971,-363.0914117,-753.8110713,-116.8629181,3398.916198
-328.3845892,-343.7334091,-722.4262492,-110.9038338,3401.428081
-274.0657372,-264.6820189,-690.9175958,-104.9575301,3403.942882
-314.617281,-142.4913051,-659.2975818,-99.02438381,3406.460552
-326.7113757,1.073783807,-627.5786779,-93.10477188,3408.981042
-269.4018533,145.4799759,-595.7733547,-87.19907121,3411.504303
-93.3138327,274.5352866,-563.8940828,-81.30765873,3414.030288
-90.85945999,377.414758,-531.9533329,-75.43091134,3416.558946
-133.2952833,459.7978346,-499.9635757,-69.56920596,3419.09023
-18.93932333,527.4254332,-467.9372818,-63.7229195,3421.624091
53.62163509,578.0572351,-435.8869219,-57.89242887,3424.160481
173.4841648,605.9395635,-403.8249666,-52.07811097,3426.699349
184.7967513,605.1368292,-371.7638866,-46.28034273,3429.240649
163.568894,570.2424291,-339.7161525,-40.49950106,3431.78433
159.8564313,492.083421,-307.694235,-34.73596285,3434.330346
192.5451524,367.9269118,-275.7106047,-28.99010504,3436.878646
303.7771038,225.4837515,-243.7777323,-23.26230453,3439.429182
282.1257435,95.37198207,-211.9066923,-17.55293822,3441.981905
272.8487081,-14.21170504,-180.1013872,-11.86238304,3444.536767
185.5311997,-100.4859284,-148.357975,-6.191015895,3447.093719
147.2269672,-161.4694403,-116.6710264,-0.539213694,3449.652713
210.688498,-200.8597318,-85.03511243,5.09264665,3452.2137
200.9772911,-232.0333056,-53.44480377,10.70418823,3454.77663
